"","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","JURISDICTION_CODE","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lon_Lat"
"19882","05/02/2008","23:31:00","BROOKLYN",61,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1000687","156007",40.594872353,-73.940815501,"POINT (-73.94081550099996 40.59487235300003)"
"19885","07/29/2014","22:50:00","MANHATTAN",30,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","25-44","M","BLACK","998235","239902",40.8251482850001,-73.9494703519999,"POINT (-73.94947035199993 40.82514828500007)"
"19886","09/08/2015","1:18:00","BROOKLYN",60,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK","989722","155597",40.593760536,-73.9802983279999,"POINT (-73.98029832799993 40.59376053600005)"
"19889","05/02/2009","23:50:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","F","BLACK","1007015","185541",40.6759228820001,-73.917930176,"POINT (-73.91793017599997 40.67592288200007)"
"19895","06/06/2009","20:10:00","BROOKLYN",67,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","25-44","M","BLACK","1007072","176612",40.651414613,-73.917754906,"POINT (-73.91775490599997 40.65141461300004)"
"19899","03/04/2015","0:45:00","BRONX",49,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","25-44","M","WHITE HISPANIC","1023622","253318",40.8618945590001,-73.85766248,"POINT (-73.85766248 40.86189455900006)"
"19903","11/07/2015","6:20:00","QUEENS",105,0,"PVT HOUSE","false","25-44","M","BLACK","18-24","F","BLACK","1058398","196879",40.706761683,-73.73256265,"POINT (-73.73256264999998 40.706761683000025)"
"19906","06/03/2014","2:45:00","MANHATTAN",28,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","997875","230878",40.800380481,-73.950789433,"POINT (-73.95078943299995 40.80038048100005)"
"19907","04/15/2013","23:12:00","BROOKLYN",75,0,"MULTI DWELL - APT BUILD","true","<18","F","WHITE HISPANIC","25-44","M","BLACK","1013733","186534",40.6786286170001,-73.8937064469999,"POINT (-73.89370644699994 40.67862861700007)"
"19909","04/09/2018","20:15:00","STATEN ISLAND",120,0,"PVT HOUSE","false","25-44","M","BLACK","<18","M","BLACK","961,242","163,711",40.61600363,-74.0828743,"POINT (-74.0828743 40.61600363)"
"19913","01/06/2018","21:05:00","BRONX",47,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","45-64","M","WHITE HISPANIC","1,024,405","267,090",40.89969085,-73.8547492,"POINT (-73.8547492 40.89969085)"
"19918","07/28/2010","19:47:00","BRONX",46,0,"MULTI DWELL - APT BUILD","true","25-44","F","BLACK","<18","M","BLACK","1007938","250692",40.854742994,-73.914373035,"POINT (-73.91437303499998 40.85474299400005)"
"19919","01/24/2015","5:40:00","QUEENS",105,0,"PVT HOUSE","false","25-44","M","BLACK","45-64","F","BLACK","1053348","178228",40.6556100010001,-73.7509682529999,"POINT (-73.75096825299994 40.65561000100007)"
"19923","04/28/2010","16:29:00","BROOKLYN",75,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","BLACK","1014290","185023",40.6744793930001,-73.8917050329999,"POINT (-73.89170503299994 40.67447939300007)"
"19928","09/04/2006","11:05:00","BRONX",47,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","F","BLACK","1026255","263724",40.8904436450001,-73.848078344,"POINT (-73.84807834399999 40.89044364500006)"
"19932","02/18/2009","10:00:00","QUEENS",102,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","F","BLACK","1024637","189413",40.686487776,-73.854377087,"POINT (-73.854377087 40.686487776000035)"
"19938","08/09/2010","20:20:00","BROOKLYN",60,0,"MULTI DWELL - APT BUILD","false","45-64","M","WHITE","25-44","M","WHITE","989914","149752",40.57771705,-73.979611888,"POINT (-73.97961188799998 40.577717050000054)"
"19942","04/13/2010","20:35:00","QUEENS",103,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","<18","M","BLACK","1042057","191941",40.6933299080001,-73.791543893,"POINT (-73.79154389299998 40.69332990800007)"
"19944","08/31/2008","17:11:00","BRONX",43,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1020891","236726",40.8163661450001,-73.867626311,"POINT (-73.86762631099998 40.816366145000075)"
"19948","02/20/2008","23:30:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK","1003043","183948",40.6715597780001,-73.932254272,"POINT (-73.93225427199997 40.671559778000066)"
"19950","06/08/2013","10:57:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1006026","185469",40.6757277460001,-73.921495901,"POINT (-73.92149590099996 40.675727746000064)"
"19952","10/22/2012","1:04:00","BROOKLYN",79,0,"MULTI DWELL - APT BUILD","false","<18","M","BLACK","25-44","M","BLACK","998368","189350",40.686395734,-73.949095931,"POINT (-73.94909593100002 40.68639573400004)"
"19955","07/29/2006","12:09:00","QUEENS",101,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1053494","161530",40.609776567,-73.750613393,"POINT (-73.75061339299998 40.60977656700004)"
"19956","05/05/2006","21:00:00","BROOKLYN",69,0,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","<18","M","BLACK","1013238","175487",40.648308698,-73.895538562,"POINT (-73.89553856199996 40.648308698000044)"
"19958","12/02/2013","15:40:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK HISPANIC","25-44","M","BLACK","999218","230194",40.798500915,-73.9459401889999,"POINT (-73.94594018899994 40.798500915000034)"
"19960","10/18/2006","21:20:00","BRONX",46,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC","1009065","250064",40.8530162260001,-73.910301433,"POINT (-73.91030143299997 40.85301622600008)"
"19963","03/06/2009","22:42:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","998431","228774",40.794604699,-73.9487856649999,"POINT (-73.94878566499993 40.79460469900005)"
"19964","10/01/2007","9:49:00","QUEENS",113,0,"PVT HOUSE","true","18-24","M","BLACK","25-44","M","BLACK","1046405","187113",40.680048726,-73.775909194,"POINT (-73.77590919399995 40.680048726000045)"
"19965","12/26/2010","1:30:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","998173","227824",40.7919976160001,-73.9497194209999,"POINT (-73.94971942099994 40.79199761600006)"
"19967","10/30/2015","22:48:00","STATEN ISLAND",123,0,"MULTI DWELL - APT BUILD","false","25-44","M","WHITE","<18","M","WHITE","927599","138176",40.54576404,-74.203839199,"POINT (-74.20383919899997 40.545764040000044)"
"19969","09/10/2009","17:47:00","BROOKLYN",81,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK HISPANIC","<18","M","BLACK","1004426","187539",40.681413218,-73.927257927,"POINT (-73.92725792699997 40.68141321800005)"
"19978","09/21/2015","1:26:00","BRONX",48,0,"MULTI DWELL - APT BUILD","true","18-24","M","WHITE HISPANIC","25-44","M","BLACK","1011811","246833",40.844139945,-73.900388618,"POINT (-73.90038861799998 40.84413994500005)"
"19988","01/07/2013","22:13:00","MANHATTAN",32,0,"GROCERY/BODEGA","false","18-24","M","BLACK","18-24","M","BLACK","999900","234627",40.8106670990001,-73.943466617,"POINT (-73.94346661699996 40.810667099000064)"
"19992","01/14/2014","15:16:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1010002","183707",40.670880781,-73.9071686039999,"POINT (-73.90716860399993 40.670880781000044)"
"19997","10/27/2008","13:34:00","BROOKLYN",88,0,"BEAUTY/NAIL SALON","true","18-24","M","BLACK","18-24","M","BLACK","991486","189241",40.686104855,-73.9739105909999,"POINT (-73.97391059099994 40.686104855000046)"
"19999","07/07/2012","0:55:00","BROOKLYN",73,2,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK","1010854","182099",40.6664646620001,-73.904103595,"POINT (-73.904103595 40.66646466200007)"
"20001","02/24/2012","11:32:00","QUEENS",105,0,"PVT HOUSE","false","18-24","M","BLACK","18-24","M","BLACK","1052684","185359",40.6751880960001,-73.7532889519999,"POINT (-73.75328895199995 40.675188096000056)"
"20004","09/16/2012","4:35:00","BRONX",48,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","18-24","M","BLACK","1016246","248252",40.848019724,-73.884352587,"POINT (-73.88435258699997 40.84801972400004)"
"20009","07/10/2011","0:27:00","QUEENS",105,0,"PVT HOUSE","false","18-24","M","BLACK","18-24","M","BLACK","1052197","180849",40.6628129490001,-73.755090092,"POINT (-73.755090092 40.66281294900006)"
"20010","09/02/2011","18:10:00","BRONX",46,0,"MULTI DWELL - APT BUILD","true","25-44","M","WHITE HISPANIC","25-44","M","BLACK","1005725","249742",40.852141187,-73.922375722,"POINT (-73.92237572199997 40.85214118700002)"
"20016","04/02/2008","7:11:00","MANHATTAN",30,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","BLACK","999472","238472",40.821221296,-73.9450040239999,"POINT (-73.94500402399994 40.82122129600003)"
"20017","03/25/2012","13:07:00","QUEENS",114,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK","1002600","220917",40.7730316540001,-73.933750461,"POINT (-73.933750461 40.77303165400008)"
"20023","10/05/2013","0:45:00","BRONX",49,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","<18","M","BLACK","1025142","256702",40.87117569,-73.852146686,"POINT (-73.85214668599998 40.87117569000004)"
"20025","02/27/2007","1:57:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","25-44","M","BLACK","997697","196545",40.706145383,-73.951501003,"POINT (-73.95150100299998 40.70614538300005)"
"20031","07/22/2015","22:59:00","MANHATTAN",9,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","45-64","F","BLACK","991258","203594",40.7255006460001,-73.974717755,"POINT (-73.97471775499997 40.72550064600006)"
"20035","06/06/2010","19:34:00","BRONX",41,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1014985","237377",40.8181754780001,-73.888960266,"POINT (-73.88896026599997 40.81817547800006)"
"20041","03/22/2009","1:57:00","BROOKLYN",60,0,"PVT HOUSE","true","18-24","M","ASIAN / PACIFIC ISLANDER","18-24","F","BLACK","983502","149474",40.5769557720001,-74.002694096,"POINT (-74.00269409599997 40.576955772000076)"
"20042","04/21/2006","18:20:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1009167","184323",40.6725739510001,-73.910176398,"POINT (-73.91017639799998 40.67257395100007)"
"20044","10/15/2008","19:13:00","MANHATTAN",5,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","WHITE HISPANIC","<18","M","WHITE HISPANIC","984221","198452",40.7113898640001,-74.000106051,"POINT (-74.000106051 40.71138986400008)"
"20051","01/10/2016","3:32:00","BROOKLYN",81,0,"PVT HOUSE","false","25-44","M","BLACK","25-44","M","BLACK","1003491","188217",40.6832762550001,-73.930627084,"POINT (-73.93062708399998 40.683276255000074)"
"20055","04/19/2007","20:29:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","998109","194098",40.6994283060001,-73.9500200429999,"POINT (-73.95002004299994 40.69942830600007)"
"20058","01/06/2018","21:05:00","BRONX",47,0,"MULTI DWELL - APT BUILD","false","18-24","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC","1,024,405","267,090",40.89969085,-73.8547492,"POINT (-73.8547492 40.89969085)"
"20060","07/02/2011","17:45:00","QUEENS",107,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK","1036428","206136",40.7323266940001,-73.8117325219999,"POINT (-73.81173252199994 40.73232669400005)"
"20068","07/22/2012","21:35:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","<18","M","BLACK","1011047","239814",40.824877175,-73.903177956,"POINT (-73.90317795599998 40.82487717500004)"
"20074","12/29/2009","14:00:00","BROOKLYN",62,0,"JEWELRY STORE","false","18-24","M","BLACK HISPANIC","<18","M","BLACK","985040","159310",40.603953625,-73.997156441,"POINT (-73.99715644099996 40.60395362500003)"
"20075","11/22/2013","21:30:00","BRONX",45,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK","1032930","239207",40.8231176410001,-73.824114397,"POINT (-73.82411439699997 40.82311764100007)"
"20076","01/10/2014","17:25:00","BRONX",46,0,"MULTI DWELL - APT BUILD","false","25-44","F","BLACK","<18","M","WHITE HISPANIC","1011751","250275",40.853587401,-73.9005913559999,"POINT (-73.90059135599995 40.85358740100002)"
"20079","10/19/2013","2:15:00","BRONX",42,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","25-44","M","WHITE HISPANIC","1015394","243245",40.8342800240001,-73.8874553699999,"POINT (-73.88745536999993 40.83428002400007)"
"20080","12/05/2010","11:20:00","BRONX",50,0,"MULTI DWELL - APT BUILD","false","18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1011368","257383",40.8730978880001,-73.901947057,"POINT (-73.90194705699997 40.873097888000075)"
"20083","10/25/2007","23:50:00","BRONX",44,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","WHITE HISPANIC","1008274","245226",40.8397395310001,-73.913178032,"POINT (-73.91317803199998 40.83973953100008)"
"20087","03/19/2010","2:00:00","MANHATTAN",25,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1002785","230463",40.799232486,-73.933056198,"POINT (-73.93305619799997 40.799232486000044)"
"20094","02/02/2014","0:45:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK HISPANIC","1009905","180751",40.6627675030001,-73.907529526,"POINT (-73.90752952599996 40.662767503000055)"
"20095","08/03/2012","23:50:00","BRONX",42,0,"GROCERY/BODEGA","false","18-24","M","BLACK","18-24","M","BLACK HISPANIC","1008739","239004",40.822660655,-73.911520222,"POINT (-73.911520222 40.82266065500005)"
"20101","05/02/2009","23:50:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","<18","M","BLACK","1007015","185541",40.6759228820001,-73.917930176,"POINT (-73.91793017599997 40.67592288200007)"
"20102","12/26/2015","2:05:00","BRONX",44,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","1004396","239361",40.8236514910001,-73.9272108389999,"POINT (-73.92721083899994 40.82365149100008)"
"20104","09/06/2008","21:46:00","BROOKLYN",73,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","25-44","F","BLACK","1010754","179173",40.6584337420001,-73.90447556,"POINT (-73.90447555999998 40.65843374200006)"
"20105","05/29/2015","23:20:00","BRONX",46,0,"PVT HOUSE","true","18-24","M","BLACK","18-24","M","BLACK HISPANIC","1007142","249097",40.850367293,-73.9172558939999,"POINT (-73.91725589399994 40.85036729300003)"
"20111","08/18/2006","23:37:00","BROOKLYN",69,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1015574","176958",40.652338317,-73.8871135909999,"POINT (-73.88711359099993 40.652338317000044)"
"20115","11/14/2010","3:21:00","BRONX",47,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","18-24","M","BLACK HISPANIC","1021553","258807",40.8769691590001,-73.86511183,"POINT (-73.86511183 40.876969159000055)"
"20122","09/10/2010","16:18:00","BRONX",40,0,"MULTI DWELL - APT BUILD","true","25-44","M","WHITE HISPANIC","18-24","M","BLACK","1004840","234488",40.810275452,-73.925621548,"POINT (-73.92562154799998 40.81027545200004)"
"20125","11/04/2012","10:25:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","65+","F","BLACK","1009769","236748",40.816465657,-73.907807308,"POINT (-73.90780730799997 40.81646565700004)"
"20138","07/05/2011","1:22:00","QUEENS",114,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK","998644","214588",40.755667508,-73.9480467829999,"POINT (-73.94804678299994 40.755667508000045)"
"20145","03/26/2011","2:19:00","QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","F","BLACK","25-44","F","BLACK","999925","214507",40.7554430050001,-73.943423246,"POINT (-73.94342324599995 40.755443005000075)"
"20147","08/27/2011","0:40:00","QUEENS",113,0,"PVT HOUSE","false","18-24","M","BLACK","<18","M","BLACK","1040364","188626",40.684241913,-73.7976766,"POINT (-73.7976766 40.684241913000044)"
"20154","02/03/2007","3:41:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","<18","M","BLACK HISPANIC","1009905","180751",40.6627675030001,-73.907529526,"POINT (-73.90752952599996 40.662767503000055)"
"20156","01/16/2018","2:00:00","BRONX",46,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","25-44","M","BLACK","1,005,802","247,998",40.84735424,-73.922103,"POINT (-73.922103 40.84735424000001)"
"20157","08/22/2010","20:00:00","MANHATTAN",30,0,"MULTI DWELL - APT BUILD","false","18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","997610","239802",40.8248747810001,-73.951728823,"POINT (-73.95172882299995 40.82487478100006)"
"20158","09/23/2008","22:15:00","BRONX",42,0,"GROCERY/BODEGA","false","18-24","M","BLACK","25-44","M","BLACK","1011819","243107",40.833913137,-73.90037502,"POINT (-73.90037501999996 40.833913137000025)"
"20159","09/15/2016","16:41:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","45-64","F","BLACK","1016133","178623",40.6569063800001,-73.885091156,"POINT (-73.88509115599999 40.65690638000007)"
"20162","09/04/2007","1:22:00","MANHATTAN",24,0,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","991368","226613",40.788681846,-73.974296528,"POINT (-73.97429652799997 40.78868184600004)"
"20168","04/27/2015","17:45:00","BRONX",47,0,"PVT HOUSE","true","25-44","M","BLACK","25-44","F","WHITE HISPANIC","1023215","267025",40.899517777,-73.859054145,"POINT (-73.85905414499997 40.89951777700002)"
"20172","04/06/2013","21:57:00","BRONX",45,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","25-44","M","BLACK","1031382","258912",40.8772103360001,-73.829568986,"POINT (-73.82956898599997 40.87721033600008)"
"20173","05/31/2012","19:33:00","BROOKLYN",75,0,"PVT HOUSE","false","25-44","M","WHITE HISPANIC","25-44","M","BLACK","1014380","184566",40.6732247250001,-73.891382619,"POINT (-73.89138261899996 40.67322472500007)"
"20179","07/25/2008","22:29:00","BROOKLYN",61,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","25-44","M","BLACK","1000566","156826",40.5971205660001,-73.9412492169999,"POINT (-73.94124921699995 40.59712056600006)"
"20182","02/21/2010","4:38:00","BRONX",40,0,"MULTI DWELL - APT BUILD","true","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1006689","234968",40.8115884150001,-73.9189405669999,"POINT (-73.91894056699994 40.811588415000074)"
"20185","06/04/2016","23:52:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1001020","196400",40.7057417190001,-73.93951602,"POINT (-73.93951601999999 40.70574171900005)"
"20193","06/23/2018","23:35:00","MANHATTAN",5,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK HISPANIC","18-24","F","BLACK","984,492","198,617",40.71184275,-73.99912853,"POINT (-73.99912853 40.71184275)"
"20209","11/21/2011","18:37:00","BROOKLYN",69,0,"FAST FOOD","true","18-24","M","BLACK","25-44","M","BLACK","1008830","171255",40.6367061020001,-73.911438899,"POINT (-73.91143889899996 40.63670610200006)"
"20210","09/01/2010","2:55:00","MANHATTAN",5,0,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","25-44","M","BLACK","984742","198650",40.711933313,-73.998226754,"POINT (-73.99822675399997 40.71193331300003)"
"20213","01/31/2014","9:50:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","45-64","M","BLACK","25-44","M","BLACK","1007628","183445",40.670168236,-73.9157274889999,"POINT (-73.91572748899993 40.670168236000045)"
